timestamp[ms],left_dx[um],left_dy[um],left_dt[us],leftshutter,right_dx[um],right_dy[um],right_dt[us],rightshutter,waterPin
56151,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,55808,0
56201,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,52480,0
56251,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,46336,0
56301,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,46336,0
56351,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,43520,0
56401,0.000,0.000,50001.000,24064,0.000,0.000,50000.000,43520,0
56451,0.000,0.000,49999.000,22528,0.000,0.000,50000.000,43264,0
56501,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,43264,0
56551,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,40704,0
56601,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,45568,0
56651,0.000,0.000,50001.000,30976,0.000,0.000,50000.000,51200,0
56701,0.000,0.000,49999.000,22784,0.000,0.000,50000.000,50944,0
56751,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,47872,0
56801,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,39680,0
56851,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,47104,0
56901,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,56064,0
56951,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,52736,0
57001,0.000,0.000,50001.000,33024,0.000,0.000,50000.000,49408,0
57051,0.000,0.000,49999.000,24320,0.000,0.000,50000.000,49152,0
57101,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,52224,0
57151,0.000,0.000,50000.000,21248,0.000,0.000,50000.000,52224,0
57201,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,49152,0
57251,0.000,0.000,50000.000,31488,0.000,0.000,50000.000,49152,0
57301,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,52224,0
57351,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,52224,0
57401,0.000,0.000,50001.000,24064,0.000,0.000,50000.000,55296,0
57451,0.000,0.000,49999.000,22784,0.000,0.000,50000.000,58624,0
57501,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,58624,0
57551,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,58624,0
57601,0.000,0.000,50000.000,21248,0.000,0.000,50000.000,58624,0
57651,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,51712,0
57701,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,51712,0
57751,0.000,0.000,50000.000,20736,0.000,0.000,50000.000,48640,0
57801,0.000,0.000,50000.000,22016,0.000,0.000,50000.000,54528,0
57851,0.000,0.000,50000.000,18432,0.000,0.000,50000.000,54528,0
57901,0.000,0.000,50001.000,24320,0.000,0.000,50000.000,54528,0
57951,0.000,0.000,49999.000,24064,0.000,0.000,50000.000,54528,0
58001,0.000,0.000,50000.000,19200,0.000,0.000,50000.000,51200,0
58051,0.000,0.000,50000.000,20224,0.000,0.000,50000.000,48128,0
58101,0.000,0.000,50000.000,20224,0.000,0.000,50000.000,48128,0
58151,0.000,0.000,50001.000,25088,0.000,0.000,50000.000,50944,0
58201,0.000,0.000,49999.000,25088,0.000,0.000,50000.000,50944,0
58251,0.000,0.000,50001.000,25088,0.000,0.000,50000.000,50944,0
58301,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,47872,0
58351,0.000,0.000,49999.000,26624,0.000,0.000,50000.000,47872,0
58401,0.000,0.000,50001.000,26624,0.000,0.000,50000.000,47872,0
58451,0.000,0.000,49999.000,28160,0.000,0.000,50000.000,47872,0
58501,0.000,0.000,50001.000,28160,0.000,0.000,50000.000,47872,0
58551,0.000,0.000,49999.000,28160,0.000,0.000,50000.000,47872,0
58601,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
58651,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
58701,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
58751,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
58801,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
58851,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
58901,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,47872,0
58951,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,47872,0
59001,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,50688,0
59051,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,50432,0
59101,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,50432,0
59151,0.000,0.000,50001.000,20992,0.000,0.000,50000.000,47360,0
59201,0.000,0.000,49999.000,20992,0.000,0.000,50000.000,47360,0
59251,0.000,0.000,50000.000,19712,0.000,0.000,50000.000,50176,0
59301,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,53248,0
59351,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,56576,0
59401,0.000,0.000,50000.000,19200,0.000,0.000,50000.000,56576,0
59451,0.000,0.000,50000.000,20224,0.000,0.000,50000.000,56576,0
59501,0.000,0.000,50001.000,21248,0.000,0.000,50000.000,49920,0
59551,0.000,0.000,49999.000,21248,0.000,0.000,50000.000,49664,0
59601,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,52736,0
59651,0.000,0.000,50001.000,20736,0.000,0.000,50000.000,55808,0
59701,0.000,0.000,49999.000,24576,0.000,0.000,50000.000,59136,0
59751,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,59136,0
59801,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,59136,0
59851,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,55552,0
59901,0.000,0.000,50001.000,23040,0.000,0.000,50000.000,55552,0
59951,0.000,0.000,49999.000,25600,0.000,0.000,50000.000,51200,0
