timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
10550748,291.353,-44.824,50000.000,403.412,-22.412,50000.000
10600744,395.941,7.471,50000.000,410.882,89.647,50000.000
10650726,395.941,7.471,50000.000,395.941,59.765,50000.000
10700720,291.353,-22.412,50000.000,470.647,0.000,50000.000
10750686,291.353,0.000,50000.000,410.882,29.882,50000.000
10800687,328.706,0.000,50000.000,381.000,52.294,50000.000
10850682,306.294,-22.412,50000.000,388.471,0.000,50000.000
10900683,268.941,0.000,50000.000,321.235,0.000,50000.000
10950630,291.353,52.294,50000.000,283.882,82.176,50000.000
11000752,239.059,14.941,50000.000,283.882,44.824,50000.000
11050747,141.941,-22.412,50000.000,283.882,-14.941,50000.000
11100756,179.294,-7.471,50000.000,224.118,22.412,50000.000
11150730,186.765,0.000,50000.000,194.235,44.824,50000.000
11200687,104.588,0.000,50000.000,164.353,0.000,50000.000
11250626,134.471,22.412,50000.000,119.529,141.941,50000.000
11300752,336.176,67.235,50000.000,171.824,1397.000,50000.000
11350761,724.647,291.353,50000.000,141.941,3772.647,50000.000
11400767,762.000,194.235,50000.000,-231.588,4370.294,50000.000
11450767,-328.706,-791.882,50000.000,-410.882,1210.235,50000.000
11500767,-1113.118,-552.823,50000.000,-851.647,-1464.235,50000.000
11550785,-1389.529,246.529,50000.000,-1606.176,-1516.529,50000.000
11600787,-1195.294,739.588,50000.000,-1486.647,-717.176,50000.000
11650786,-1150.470,530.412,50000.000,-1255.059,-291.353,50000.000
11700771,-635.000,-216.647,50000.000,-866.588,336.176,50000.000
11750770,-687.294,-874.059,50000.000,-508.000,82.176,50000.000
11800756,-1053.353,-664.882,50000.000,-694.765,-179.294,50000.000
11850776,-933.823,-216.647,50000.000,-1053.353,-321.235,50000.000
11900780,-1030.941,351.118,50000.000,-1277.470,-313.765,50000.000
11950776,-1135.529,470.647,50000.000,-1397.000,-358.588,50000.000
12000783,-1075.765,-22.412,50000.000,-1240.118,-366.059,50000.000
12050765,-1180.353,-89.647,50000.000,-1128.059,-134.471,50000.000
12100769,-903.941,7.471,50000.000,-1299.882,-59.765,50000.000
12150741,-575.235,22.412,50000.000,-1247.588,-231.588,50000.000
12200770,-1135.529,59.765,50000.000,-1172.882,-418.353,50000.000
12250777,-903.941,89.647,50000.000,-1038.412,-261.471,50000.000
12300761,-814.294,14.941,50000.000,-933.823,-261.471,50000.000
12350762,-635.000,37.353,50000.000,-717.176,-164.353,50000.000
12400758,-403.412,22.412,50000.000,-560.294,-74.706,50000.000
12450745,-336.176,-7.471,50000.000,-358.588,59.765,50000.000
12500736,-306.294,-201.706,50000.000,-254.000,67.235,50000.000
12550753,-306.294,-112.059,50000.000,-254.000,67.235,50000.000
12600756,-254.000,127.000,50000.000,-381.000,-59.765,50000.000
12650753,-268.941,97.118,50000.000,-283.882,-194.235,50000.000
12700763,-186.765,7.471,50000.000,-127.000,-141.941,50000.000
12750739,0.000,0.000,50000.000,-14.941,14.941,50000.000
12800618,112.059,-22.412,50000.000,89.647,59.765,50000.000
12850741,127.000,-67.235,50000.000,216.647,-14.941,50000.000
12900757,216.647,-29.882,50000.000,239.059,-59.765,50000.000
12950751,306.294,29.882,50000.000,328.706,22.412,50000.000
13000744,440.765,7.471,50001.000,425.823,52.294,50000.000
13050745,463.176,-29.882,49999.000,582.706,37.353,50000.000
13100770,448.235,-7.471,50000.000,657.412,29.882,50000.000
13150733,627.529,0.000,50001.000,679.823,67.235,50000.000
