timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
15050794,8568.764,-6350.000,50000.000,12124.764,-5311.588,50000.000
15100792,8240.059,-7702.176,50000.000,13334.999,-2308.412,50000.000
15150785,7747.000,-6559.176,50000.000,12206.940,-3600.823,50001.000
15200808,5483.412,-5423.646,50000.000,10600.764,-7171.764,50000.000
15250791,4004.235,-2353.235,50000.000,9353.176,-8068.235,49999.000
15300806,4833.470,1374.588,50000.000,7149.353,-4049.059,50001.000
15350798,5296.646,2921.000,50000.000,5035.176,1008.529,50000.000
15400783,4669.117,1023.471,50000.000,4885.764,-2046.941,50000.000
15450786,1247.588,-112.059,50000.000,4624.294,-8845.176,50000.000
15500781,530.412,-29.882,50000.000,3795.059,-10219.764,50000.000
15550771,537.882,1441.823,50000.000,1553.882,-8561.294,49999.000
15600809,-1143.000,1531.470,50000.000,-508.000,-9532.470,50000.000
15650780,-2652.059,194.235,50000.000,-478.118,-9577.294,50001.000
15700792,-2562.412,343.647,50000.000,-2211.294,-7709.646,49999.000
15750807,-2622.176,2779.059,50000.000,-3503.706,-1456.765,50001.000
15800799,-2323.353,4572.000,50000.000,-4982.882,1494.118,50000.000
15850786,-5617.882,4370.294,50000.000,-6372.411,-5087.470,49999.000
15900808,-8576.234,5617.882,50000.000,-7761.940,-7515.411,50000.000
15950793,-6947.646,5221.941,50000.000,-10436.411,-5057.588,50000.000
16000793,-9084.234,268.941,50000.000,-8606.117,-5438.588,50001.000
16050802,-9360.646,-3742.764,50000.000,-6910.293,-8225.117,50000.000
16100797,-11228.293,-4071.470,50000.000,-9016.999,-13506.822,49999.000
16150823,-12221.882,-2734.235,50000.000,-9487.646,-16263.470,50000.000
16200807,-11243.234,1307.353,50000.000,-10809.940,-11646.646,50000.000
16250806,-6544.235,3107.764,50000.000,-10511.117,-149.412,50000.000
16300789,-6409.764,-2017.059,50000.000,-6828.117,104.588,50001.000
16350798,-4153.647,-5080.000,50000.000,-3062.941,-343.647,49999.000
16400801,-627.529,-6447.117,50000.000,-209.176,3279.588,50000.000
16450785,231.588,-5535.706,50000.000,1680.882,3914.588,50000.000
16500774,1262.529,-4840.941,50000.000,2002.118,2009.588,50001.000
16550792,1710.765,-6828.117,50000.000,4250.765,-433.294,50000.000
16600780,2525.059,-8643.470,50000.000,6110.941,-1524.000,50000.000
16650779,4422.588,-7097.058,50000.000,7074.646,-754.529,49999.000
16700804,3339.353,-2360.706,50000.000,5513.294,-3100.294,50000.000
16750777,2973.294,-2136.588,50000.000,6155.764,-5662.706,50001.000
16800806,5221.941,-5550.646,50000.000,9084.234,-3817.470,49999.000
16850807,8322.234,-3488.764,50000.000,9629.588,3048.000,50001.000
16900804,11116.234,-881.529,50000.000,10399.059,5483.412,49999.000
16950812,11258.176,-2218.765,50000.000,12841.940,2032.000,50000.000
17000794,10376.646,-926.353,50000.000,13215.470,186.765,50001.000
17050801,12431.058,134.471,50000.000,13648.764,-97.118,50000.000
17100774,13178.117,156.882,50000.000,15568.705,1755.588,50000.000
17150797,15180.234,-2457.823,50000.000,17765.059,1016.000,49999.000
17200816,13447.058,-5580.529,50000.000,19042.527,-5251.823,50000.000
17250797,10055.411,-5244.353,50000.000,17593.234,-10234.705,50000.000
17300804,11482.293,-6402.293,50000.000,16905.939,-11878.234,50000.000
17350808,9973.234,-6103.470,50000.000,16681.822,-10951.882,50001.000
17400815,10921.999,-2390.588,50000.000,14492.940,-4766.235,49999.000
17450821,11788.588,3003.176,50000.000,11601.822,455.706,50000.000
17500784,10481.234,4362.823,50000.000,9950.823,-3892.176,50001.000
17550814,6402.293,642.471,50000.000,9644.528,-9876.117,50000.000
17600783,6618.941,-6036.235,50000.000,11437.470,-7029.823,50000.000
17650788,8292.353,-7821.706,50000.000,12259.234,-4736.353,49999.000
17700814,7679.764,-8307.294,50000.000,11527.117,-6835.588,50001.000
17750811,5685.117,-8927.353,50000.000,11273.117,-9883.588,50000.000
17800797,5774.764,-7612.529,50000.000,11429.999,-8471.646,50000.000
17850801,6656.293,-3929.529,50000.000,11310.470,-1785.470,49999.000
17900818,7821.706,-14.941,50000.000,7440.706,4250.765,50001.000
17950776,6185.646,-2592.294,50000.000,7007.411,2330.823,49999.000
18000807,4235.823,-4594.412,50000.000,7276.353,-358.588,50001.000
18050802,4557.059,-4273.176,50000.000,7545.293,-1232.647,50000.000
18100788,5117.353,-4624.294,50000.000,8060.764,-821.765,49999.000
18150797,5722.470,-4258.235,50000.000,8329.705,1314.823,50000.000
18200787,7507.940,-4811.059,50000.000,9270.999,3458.882,50000.000
18250782,7761.940,-4669.117,50000.000,9562.353,3623.235,50001.000
18300804,8344.646,-3249.706,50000.000,9711.764,2891.117,50000.000
18350786,7948.706,-2069.353,50000.000,9950.823,1501.588,49999.000
18400800,8247.529,-2136.588,50000.000,10847.293,590.176,50001.000
18450804,9764.059,-2241.176,50000.000,11728.822,1426.882,49999.000
18500816,11310.470,-2569.882,50000.000,12879.293,2211.294,50001.000
18550811,12154.646,-3600.823,50000.000,13932.646,2159.000,50000.000
18600799,11937.999,-3570.941,50000.000,15180.234,1165.412,49999.000
18650813,11855.822,-3025.588,50000.000,15508.940,-1202.765,50000.000
18700795,11213.353,-1875.118,50000.000,14814.176,-3092.823,50000.000
18750796,11542.058,-2726.764,50000.000,14119.411,-3309.470,50000.000
18800798,9465.234,-1680.882,50000.000,12983.882,-5386.294,50001.000
18850809,9689.353,500.529,50000.000,12729.882,-2248.647,49999.000
18900802,10436.411,0.000,50000.000,10219.764,1897.529,50000.000
18950717,8217.646,-3264.647,50000.000,10413.999,-1464.235,50001.000
19000813,4325.470,-3750.235,50000.000,9614.646,-7231.529,50000.000
19050789,5065.059,-6454.588,50000.000,9517.528,-9151.470,50000.000
19100782,3429.000,-7933.764,50000.000,9263.528,-11706.411,49999.000
19150818,2495.176,-7776.882,50000.000,8830.234,-13193.058,50000.000
